data/legend/house/00001_.png,立体的房子；过大的房子(画面占纸张的2/3以上)；门上有把手；长方形整齐墙面；单层房子；“十”字形的窗户；房子右侧面；近处的房子；没有烟囱
data/legend/house/00002_.png,过大的房子(画面占纸张的2/3以上)；房子左侧面；没有烟囱；没有门把手；立体的房子；屋顶瓦片描绘细致；长方形整齐墙面；单层房子；“十”字形的窗户；近处的房子
data/legend/house/00003_.png,左侧墙壁阴影；房子左侧面；屋顶涂黑或有阴影；门上有把手；栅栏；墙面或屋顶的阴影；对开门/双开门/两个门；屋顶天窗；近处的房子；烟囱竖着冒烟；单层房子；立体的房子；长方形整齐墙面；屋顶较小；过大的房子(画面占纸张的2/3以上)
data/legend/house/00004_.png,近处的房子；“十”字形的窗户；立体的房子；非常小的门低矮而宽的门/门相对于房子显得很小；门上有把手；过大的房子(画面占纸张的2/3以上)；砖房；单层房子；长方形整齐墙面；绘制墙壁详细；房子右侧面；小的窗子；烟囱竖着冒烟
data/legend/house/00005_.png,长方形整齐墙面；立体的房子；方块窗户；单层房子；对开门/双开门/两个门；房子右侧面；大小适中的房子(画面占纸张的1/4到1/3)；远处的房子；没有门把手
data/legend/house/00006_.png,过大的房子(画面占纸张的2/3以上)；房子右侧面；立体的房子；近处的房子；门上有把手；长方形整齐墙面；单层房子；“十”字形的窗户
data/legend/house/00007_.png,长方形整齐墙面；立体的房子；没有烟囱；方块窗户；远处的房子；房子右侧面；过小的房子(小于纸张的1/9)；屋顶较小；非常小的门低矮而宽的门/门相对于房子显得很小；单层房子；没有门把手
data/legend/house/00008_.png,门上有把手；单层房子；“十”字形的窗户；近处的房子；屋顶两侧低垂包裹；过大的房子(画面占纸张的2/3以上)；长方形整齐墙面；单面的房子
data/legend/house/00009_.png,过大的房子(画面占纸张的2/3以上)；近处的房子；单面的房子；长方形整齐墙面；两层楼/多层房子；无法排烟的烟囱；“十”字形的窗户；门上有把手
data/legend/house/00010_.png,长方形整齐墙面；两层楼/多层房子；砖房；没有门把手；“十”字形的窗户；立体的房子；近处的房子；绘制墙壁详细；房子左侧面；过大的房子(画面占纸张的2/3以上)
data/legend/house/00011_.png,单面的房子；近处的房子；过大的房子(画面占纸张的2/3以上)；两层楼/多层房子；长方形整齐墙面；学校；没有门把手；尖屋顶/房子屋顶为锐角；很多窗户；方块窗户；墙壁上有装饰
data/legend/house/00012_.png,长方形整齐墙面；过大的房子(画面占纸张的2/3以上)；近处的房子；窗形不一，有方有圆；门上有把手；单层房子；尖屋顶/房子屋顶为锐角；古怪的房子（如塔、尖顶等)；格子状屋顶/密布“十”字的屋顶；单面的房子；对开门/双开门/两个门；“十”字形的窗户
data/legend/house/00013_.png,门前有道路；房子左侧面；立体的房子；长方形整齐墙面；通向右侧道路；单层房子；大小适中的房子(画面占纸张的1/4到1/3)；格子状屋顶/密布“十”字的屋顶；方块窗户；海边(湖边、河边)的房子；没有门把手；没有烟囱；远处的房子
data/legend/house/00014_.png,过小的房子(小于纸张的1/9)；立体的房子；树上的房子；没有门把手；长方形整齐墙面；近处的房子；方块窗户；没有烟囱；房子右侧面；单层房子
data/legend/house/00015_.png,单层房子；立体的房子；近处的房子；长方形整齐墙面；房子右侧面；没有烟囱；“十”字形的窗户；透视的房子；过大的房子(画面占纸张的2/3以上)；没有门把手
data/legend/house/00016_.png,立体的房子；房子右侧面；“十”字形的窗户；房子没有屋顶或仅仅用连接墙壁的线条充当屋顶；没有门把手；近处的房子；长方形整齐墙面；过大的房子(画面占纸张的2/3以上)；没有烟囱；单层房子
data/legend/house/00017_.png,缺少门(不画门）；立体的房子；长方形整齐墙面；没有门把手；“十”字形的窗户；房子左侧面；没有烟囱；过大的房子(画面占纸张的2/3以上)；近处的房子；屋顶较大；单层房子
data/legend/house/00018_.png,没有门把手；长方形整齐墙面；屋顶较小；近处的房子；单层房子；单面的房子；“十”字形的窗户；没有烟囱
data/legend/house/00019_.png,近处的房子；单层房子；长方形整齐墙面；单面的房子；栅栏样窗户；没有门把手；过大的房子(画面占纸张的2/3以上)；屋顶涂黑或有阴影
